Vmag,Plx,B-V,Abs Mag
8.62,9.61,0.613,0.5865532246629097
9.45,4.25,0.019,0.9632221398993772
8.78,3.77,0.133,1.3353172995884144
7.97,5.57,0.098,1.3202896096525423
9.3,5.21,0.353,0.8463245534009509
7.49,2.13,-0.057,2.3472407931225243
8.25,1.46,1.42,2.371294288431126
8.98,-2.1,1.249,1.763561410532161
6.83,5.25,1.233,1.827681393188086
8.12,8.73,0.496,0.869971512588861
7.09,7.86,1.172,1.3731549079211842
8.41,3.61,1.022,1.5209855961886842
9.79,8.78,0.617,0.19701096818779504
7.86,4.48,1.283,1.5534439720037119
9.4,0.22,1.592,3.5551546383555874
8.73,2.38,2.24,1.7548460858869759
9.05,3.07,1.313,1.4057232490456268
6.81,4.54,1.681,1.961888294285793
7.59,20.12,0.586,0.3567440472322204
9.32,2.09,1.286,1.6317074277778922
8.7,5.55,0.263,1.0314140337546478
8.69,2.45,0.232,1.745667831270935
7.92,3.57,0.195,1.7266635677756135
8.18,0.49,1.868,3.3476078399429725
8.61,-0.14,0.937,4.263743928643524
8.13,10.42,0.448,0.7122645620729884
8.45,3.68,1.298,1.488304362652965
5.29,-0.33,0.007,4.846972120244225
5.96,-0.22,-0.023,4.931154638355587
8.22,-1.69,0.643,2.256226590772653
8.3,1.54,1.27,2.3049585583270735
8.84,15.46,0.682,0.08558102083538763
8.74,3.4,0.29,1.4410421659154895
8.81,1.37,1.002,2.202558865687186
6.83,7.65,0.951,1.5006771296927646
8.5,4.8,0.935,1.2375175252488257
5.96,11.48,1.055,1.4961162238760903
10.06,33.91,1.323,-1.0846555795561728
8.27,5.4,1.124,1.2272124803540632
7.65,18.49,0.542,0.40612617768165366
7.54,3.11,0.086,1.9984792219463252
7.98,6.11,0.466,1.2359175795148913
8.3,16.44,0.726,0.2481963735919365
9.31,1.71,0.227,1.8100077792156923
8.36,2.46,1.546,1.874129785793242
7.9,7.71,0.444,1.0658912438980859
8.2,2.35,0.453,1.9778642754565277
6.58,10.56,0.891,1.320672163604413
7.44,7.17,1.215,1.3129616886643998
9.27,1.83,0.92,1.7670978205391414
6.92,3.16,-0.049,2.2326258347631924
9.29,3.23,0.37,1.2655949553377945
6.51,2.75,1.604,2.5173346123394746
8.15,0.66,1.235,3.1009121289162627
8.7,4.88,0.6,1.143160355994579
8.64,0.41,0.047,3.3184322865605287
8.98,9.41,0.66,0.4608207531454859
8.67,7.11,0.477,0.8282607985404674
6.05,0.83,0.165,3.741843815247852
8.56,3.1,1.205,1.5932766123314543
7.82,4.29,0.052,1.6070854156305514
6.3,44.08,0.641,0.1915168283125425
9.01,7.03,0.539,0.702089349960352
7.48,7.84,0.372,1.2193678746311227
7.26,5.05,1.047,1.689417243762677
7.33,16.48,0.636,0.6340855852778059
7.62,2.99,0.127,2.000657623351141
7.47,8.09,0.366,1.1961029567754555
8.46,8.89,0.43,0.718196478059572
5.56,6.04,-0.111,2.2139261227577367
10.53,-3.57,1.39,0.6826635677756139
7.84,5.83,0.997,1.332662890481972
8.26,15.18,0.692,0.33345645688107695
6.94,5.42,0.013,1.7560014269232258
5.58,11.02,0.944,1.6836368109684678
7.28,4.37,1.072,1.8070371260591565
10.84,43.1,1.5,-1.604954540321463
8.34,3.86,1.081,1.4908253906564901
8.76,-4.19,0.977,1.2515719540674095
9.76,-6.91,0.401,0.4170439052516034
8.49,6.71,0.475,0.9505549596620156
8.42,3.25,-0.009,1.6082332780422512
7.91,8.48,0.432,0.9792082954865723
8.54,27.11,0.762,-0.2822590351609705
10.68,2.46,0.42,0.9461297857932418
7.42,6.19,0.115,1.448618701959764
7.04,2.16,-0.004,2.5150924976981384
8.69,-0.17,1.137,4.063102157243452
6.94,2.74,-0.11,2.3484988743592234
9.8,2.18,0.53,1.40308701279079
9.42,4.39,0.373,0.9470709595157574
6.76,8.95,1.029,1.3923539293681764
5.45,12.16,0.962,1.650132850126568
8.2,2.86,0.822,1.8072679337419142
8.22,1.55,0.746,2.331336603659417
8.21,2.67,1.194,1.8629774772708494
8.3,2.0,1.655,2.077940008672037
7.53,1.66,0.054,2.5477838239198896
6.35,6.91,0.201,1.7810439052516034
8.28,12.17,0.532,0.5174188435398701
9.44,7.91,0.482,0.4276470330046472
7.22,7.09,0.972,1.4107075296338671
7.82,4.55,0.239,1.555977206685775
10.18,52.57,1.404,-1.5134759540368505
8.49,1.72,1.531,2.1329431061849022
9.22,4.93,0.547,0.9263061614455399
8.95,6.06,1.102,0.8550547516674281
7.45,5.64,-0.017,1.5174417920333154
8.19,2.2,0.931,2.039154638355588
10.13,12.04,0.69,-0.21325297384361158
7.73,11.33,0.634,0.7995401802732054
8.33,2.73,1.695,1.7956747059184877
6.1,4.62,1.55,2.230716048887749
8.79,2.45,1.16,1.7056678312709352
11.27,-0.4,1.57,2.287880017344075
6.91,7.46,1.277,1.490522345054662
9.52,9.37,0.507,0.24852081822444347
7.2,5.61,0.058,1.6220742774876773
8.3,3.25,1.115,1.6562332780422508
10.21,8.7,0.646,0.03696149476276282
8.97,4.82,0.137,1.0459059235223005
8.69,1.71,1.217,2.058007779215693
9.56,3.4,0.11,1.1130421659154894
7.33,4.0,1.614,1.863880017344075
8.61,5.17,1.048,1.1290189138121152
8.18,4.26,0.127,1.4691808017945625
8.8,5.2,0.408,1.047993312730401
7.78,6.12,0.294,1.3144971557088776
7.86,3.36,1.638,1.803321445220312
8.84,11.11,0.699,0.372571882118265
8.79,2.27,1.073,1.771948285613755
9.03,1.84,1.113,1.8583643539809274
9.36,4.0,0.156,1.0518800173440754
8.51,2.12,1.08,1.9433282781424972
11.76,-4.41,0.92,0.007122821064323048
7.58,1.16,-0.08,2.839084021546163
7.34,2.11,-0.084,2.415435089404615
7.45,1.53,1.595,2.6506171383648023
8.22,16.09,0.439,0.29888791180194085
8.46,2.03,0.095,2.0010079241735736
8.15,3.64,1.023,1.617797232701888
7.85,3.75,-0.031,1.7119374645445624
7.03,16.76,0.465,0.7394519714114847
9.11,2.89,0.215,1.4342043144869046
10.31,58.47,1.428,-1.6578661876745677
7.32,5.69,1.071,1.5617754672098574
8.71,1.19,0.394,2.3649060772149384
9.22,4.13,0.042,1.0800998966871975
9.56,6.95,0.12,0.492030390819772
7.71,7.81,0.341,1.1306979322453994
7.56,7.65,0.405,1.2086771296927648
6.89,5.39,1.027,1.7808224696265225
8.98,3.17,1.5,1.405881475564497
10.01,2.87,1.158,1.0802362065320155
6.9,5.15,1.402,1.8163855419176176
8.36,9.2,0.448,0.7284243453088898
8.13,8.12,0.228,0.9288879415176492
9.05,10.1,0.836,0.3713572524347143
8.03,1.58,1.284,2.390685826091155
8.75,6.24,0.31,0.909630820635152
8.96,0.78,1.013,2.6318107946190388
8.34,13.04,0.527,0.433444817208197
11.16,3.11,0.95,0.5504792219463249
11.01,1.59,0.61,1.193205751359097
9.84,7.36,0.687,0.3302443713250021
9.48,0.91,0.957,2.2899172153578125
7.96,2.21,1.57,2.1272154526297786
8.9,17.75,0.705,-0.05839671478222606
8.13,2.21,0.2,2.059215452629778
8.38,2.64,1.53,1.8047921462603376
8.76,2.23,1.059,1.7993902739036787
5.99,9.91,0.89,1.611852691029449
7.29,5.09,1.127,1.6705644353264824
8.31,12.87,0.632,0.4568429061912266
9.07,1.32,1.128,2.1308521375883
9.63,5.12,0.624,0.7294600780483382
6.66,10.27,1.246,1.3128591128054439
8.83,7.57,0.423,0.7098082409998547
6.79,4.98,-0.071,1.889541314480565
7.17,2.49,0.76,2.3396013058085274
7.74,-0.75,1.15,3.1538774732165997
6.06,9.07,-0.046,1.6607854258798098
8.63,3.58,1.435,1.440233946712251
8.39,2.69,0.716,1.7844954399951838
8.69,0.35,0.95,3.4358639112994487
6.62,15.98,0.312,0.9448464500440543
7.03,4.57,1.33,1.8681675998602991
6.12,9.36,0.977,1.6094483025237891
8.33,4.4,0.929,1.381094647027625
5.36,4.39,-0.05,2.5710709595157573
8.61,4.84,0.476,1.1863092767111754
8.18,2.59,1.6,1.9014004718374964
10.34,3.32,0.51,0.8217238325919276
5.81,3.12,1.569,2.687690811963115
8.98,2.0,0.069,1.8059400086720374
8.88,0.69,0.138,2.770301818525489
7.34,7.05,0.015,1.3676217660172028
10.13,7.53,0.183,0.19441004759859837
9.49,12.59,0.56,0.00394853978427463
7.15,4.18,1.295,1.8976474364499296
9.89,6.34,0.636,0.4398214842365345
6.69,2.25,1.139,2.6196349637772745
8.93,2.15,1.102,1.7631230801687896
8.37,3.17,0.333,1.6498814755644975
11.28,13.28,1.36,-0.7583961500639973
6.36,33.72,0.536,0.40022486809459074
6.18,8.21,0.184,1.6993136857611184
6.29,7.58,0.382,1.7246615887358931
9.06,5.98,1.298,0.822597632023178
8.67,2.66,1.61,1.682236726737866
7.98,6.25,0.228,1.2162399653118494
9.02,4.77,0.437,1.0349632419197723
9.04,7.8,0.495,0.5998107946190394
6.52,0.49,0.043,4.011607839942973
9.28,1.59,1.451,1.8852057513590972
8.17,3.8,0.16,1.5724328067663798
9.68,17.73,0.743,-0.36941747120183555
9.15,3.02,1.061,1.3799861140856986
8.91,6.0,0.308,0.8796974992327126
8.32,5.32,0.068,1.2201767354099036
8.44,3.86,1.031,1.4508253906564903
6.03,3.7,-0.096,2.4515965518660097
9.09,7.45,0.523,0.6196874545034141
8.32,6.63,1.111,1.0289729431904537
9.31,1.96,0.156,1.6914878572870478
6.72,1.63,0.398,2.887624791192085
3.1,21.87,1.582,2.080302433924726
8.63,2.6,0.484,1.7180533040583637
7.98,1.79,1.657,2.3022939380402136
9.61,5.69,0.422,0.6457754672098577
9.46,4.48,1.65,0.9134439720037116
7.55,2.32,0.144,2.2490240302182007
9.33,2.48,1.071,1.4790966383475674
7.74,4.81,0.193,1.5397098472523365
8.93,13.58,0.667,0.16220046011103406
9.1,2.21,-0.065,1.6712154526297787
8.76,3.06,0.456,1.52455714703684
9.15,2.32,1.28,1.6090240302182006
7.31,5.09,0.05,1.6625644353264826
9.03,7.94,0.6,0.5883589951458077
9.59,31.65,1.009,-0.836747428706748
9.21,2.78,1.201,1.4279104081638472
7.41,4.56,0.291,1.7180703146711298
7.01,3.11,-0.068,2.2104792219463247
6.74,4.3,0.001,2.037063088840827
8.48,1.78,1.14,2.107159995382212
7.21,1.5,1.777,2.763817481888638
7.72,13.97,0.428,0.6216071877716363
7.78,4.32,0.44,1.6170325063701756
7.05,1.56,-0.07,2.793750803291077
8.64,5.83,0.154,1.0126628904819717
9.56,3.81,1.178,1.0141500486487611
8.65,11.03,0.87,0.45484897511961864
7.4,3.82,1.327,1.8758732741765827
7.64,4.26,0.979,1.6851808017945622
7.7,3.46,1.315,1.8418478024144467
7.36,5.35,0.272,1.599292435957543
9.41,10.66,0.551,0.180485590618893
6.32,4.68,-0.026,2.131508293851752
7.87,4.78,0.138,1.4931442067757623
7.9,5.16,0.071,1.414700596745577
6.29,2.93,-0.04,2.5502647592917813
4.66,4.66,1.629,2.79922816662
8.76,1.3,0.779,2.2681132953863266
7.47,4.72,0.399,1.6641160027318247
7.38,1.3,0.657,2.8201132953863266
9.03,3.61,1.2,1.2729855961886845
6.24,4.37,-0.004,2.223037126059156
6.45,1.95,1.698,2.8399307772749642
8.82,4.23,0.836,1.2193192652499152
7.72,6.44,1.216,1.2942282652803758
9.85,-2.61,1.47,1.2267189853234384
7.17,0.9,1.635,3.22351498112135
7.85,3.31,0.092,1.8203440124485624
10.07,5.45,0.69,0.499206995446715
7.89,3.13,1.349,1.8529113249071032
9.78,19.62,0.897,-0.49739800608785956
7.0,8.73,0.912,1.3179715125888607
7.2,4.19,0.897,1.8755719540674094
8.59,0.78,1.068,2.7798107946190393
6.91,1.45,1.677,2.91326399553005
9.6,4.3,0.452,0.8930630888408271
12.28,6.55,0.547,-0.5444825999835657
6.76,2.67,0.002,2.44297747727085
9.02,7.02,0.037,0.6993257757403896
7.86,4.06,1.018,1.6389479328456118
9.23,8.3,0.506,0.469843815247852
9.38,5.31,0.58,0.7978109578370617
7.49,2.68,0.043,2.147730411942422
7.57,2.58,1.302,2.1487605880735394
10.03,1.94,1.43,1.4123965401395482
6.93,2.25,-0.058,2.5236349637772753
10.9,8.94,0.714,-0.2626750375918355
7.85,12.19,0.54,0.6879925887632361
8.47,13.41,0.53,0.35714244429680164
9.26,5.14,0.681,0.8740737620094485
7.78,3.02,0.798,1.9279861140856986
8.61,1.71,0.006,2.090007779215693
7.95,4.32,1.04,1.5490325063701758
9.41,1.87,0.416,1.6923167869270022
8.53,10.8,0.632,0.521152489026101
8.43,3.78,1.095,1.4730164003255495
8.61,2.94,0.065,1.6193053391756855
7.89,9.61,0.636,0.8785532246629095
9.19,3.52,1.299,1.230914673043738
8.52,2.54,0.089,1.782332566760124
9.24,13.58,0.636,0.03820046011103386
7.52,5.73,1.026,1.4756907560652202
8.86,2.87,0.998,1.5402362065320157
6.3,-0.74,-0.144,3.741536560538047
9.6,-0.19,0.035,3.6024927980943424
9.28,33.57,1.06,-0.7639026824960247
8.51,-0.6,0.581,3.0396974992327133
8.55,3.09,0.115,1.6000830411503304
6.51,6.05,1.346,1.8324892506950623
7.93,1.27,1.72,2.6203925580880862
9.17,9.63,0.588,0.3647474257509309
10.98,16.95,0.779,-0.850339405078202
8.05,5.78,-0.051,1.2561443231589418
8.43,3.51,1.008,1.537385767068352
7.58,1.14,0.12,2.854190297327055
10.67,-0.92,0.833,1.8044243453088895
10.67,3.0,2.1,0.7777574905606752
7.25,3.36,1.581,2.047321445220312
8.62,3.58,0.841,1.4442339467122516
9.78,0.46,0.997,2.762484336636852
9.34,2.46,0.267,1.4821297857932418
8.01,2.91,1.05,1.8682140220281855
8.62,3.62,0.182,1.4345828589336689
9.18,7.77,0.609,0.5471579623981715
7.91,3.14,1.76,1.8421407038535702
8.43,3.43,0.979,1.557411759914459
9.47,12.08,0.7,0.047866131429773875
8.94,5.02,0.4,1.0225925657099615
10.54,2.37,1.39,1.0345033079797925
8.99,15.99,0.787,-0.003696927492469726
8.22,0.34,0.333,3.649042165915489
7.86,1.61,1.33,2.4423482479363003
7.6,4.69,1.007,1.6176543145698337
7.7,15.69,0.531,0.5287541128261264
7.74,3.74,0.997,1.7582567955990396
8.47,2.0,0.002,2.009940008672037
10.49,7.12,0.723,0.09904001272628733
8.68,6.41,0.424,0.9142839409623651
9.11,7.19,0.401,0.6425422192342349
8.79,3.58,1.511,1.3762339467122515
8.02,3.71,1.27,1.6532521807699083
8.18,9.32,0.463,0.7891681752920373
8.6,3.6,-0.022,1.4473949984654255
8.51,30.65,1.013,-0.3768609577088675
7.1,0.5,-0.083,3.7620599913279626
9.37,6.15,0.415,0.6742497684491667
9.08,1.38,0.724,2.088241827197527
6.68,19.51,0.444,0.7474854612109642
8.28,27.21,0.771,-0.1814570835595152
5.41,22.24,1.084,1.1417304341799603
5.3,2.55,1.508,3.0669196391320894
8.68,5.37,0.438,1.068051428600889
8.36,1.78,1.004,2.1551599953822125
7.49,1.07,-0.097,2.9452324446295806
6.98,3.56,0.291,2.1051000040542496
8.08,3.99,0.1,1.5660542086265035
7.35,3.1,1.212,2.0772766123314548
8.49,9.05,0.563,0.6907028415895933
8.39,2.34,1.25,1.9055682851797144
8.11,3.86,1.385,1.5828253906564904
8.43,2.74,1.846,1.7524988743592238
9.7,6.47,0.596,0.4981914386625995
8.36,2.69,0.83,1.7964954399951842
10.36,3.8,0.507,0.69643280676638
8.29,5.52,0.046,1.2001218445416026
8.42,8.23,0.59,0.8012003295754603
7.93,2.07,1.95,2.1960593090861646
8.86,2.8,1.278,1.5616839373155618
9.88,6.3,0.466,0.44931890109283634
9.0,12.11,0.589,0.2337117137138957
11.4,8.64,1.082,-0.43302748495778687
8.97,5.44,0.422,0.9408022006036398
9.47,9.33,0.748,0.2722367125069997
9.8,2.53,1.182,1.2737589576483639
7.36,6.87,0.353,1.382086525880899
7.6,1.03,-0.004,2.934325550589656
8.93,-0.39,1.122,3.2458707859470017
7.94,2.04,1.174,2.2047396651482023
8.87,4.07,0.199,1.2328111815495604
10.18,6.18,0.772,0.34602304982236837
9.17,6.92,0.509,0.6517878110864845
9.24,-0.36,0.227,3.1913949984654253
6.17,43.64,0.584,0.2522305161673913
8.24,17.06,0.615,0.24004194633699144
6.92,2.88,1.654,2.3132150244815386
6.84,26.41,0.533,0.420463197586152
8.07,2.44,1.098,1.997220347322541
9.17,3.87,0.223,1.1565780699621773
8.73,8.47,0.482,0.6522331793385859
8.56,3.52,0.886,1.4829146730437377
8.07,1.71,-0.02,2.3060077792156926
8.31,0.4,1.236,3.4718800173440747
7.29,2.91,1.256,2.1562140220281854
7.59,16.4,0.566,0.5343123039046045
8.44,0.46,1.5,3.2984843366368524
8.23,6.88,0.115,1.032823123528977
7.56,5.17,1.054,1.549018913812115
9.37,2.23,0.983,1.555390273903679
8.39,10.94,0.49,0.5659653560051758
6.96,2.12,1.574,2.563328278142497
8.2,1.46,0.032,2.391294288431126
9.66,51.81,1.35,-1.292827184574243
4.33,13.71,1.162,1.9939250904209742
6.01,4.98,1.319,2.201541314480565
7.4,10.14,0.552,1.027924090005365
8.72,13.25,0.675,0.26756824345434643
8.74,8.36,0.386,0.6595874451219672
8.67,2.01,0.32,1.9256078851590224
7.93,2.27,-0.046,2.115948285613755
8.25,2.33,0.119,1.965288157947962
9.19,5.2,0.534,0.8919933127304016
6.3,7.95,1.112,1.679265742687059
8.74,3.35,0.274,1.4539103859263096
9.85,8.72,0.889,0.17896703013486573
9.57,5.76,0.579,0.6511550331535758
9.13,1.92,1.119,1.7813975425929005
6.56,5.16,0.149,1.9507005967455775
8.85,5.92,0.493,0.9153565865541605
9.37,-0.71,0.296,2.5494833025618497
8.88,10.42,0.772,0.4122645620729884
6.92,26.4,0.724,0.388792146260338
8.03,3.54,0.003,1.6899934759484245
6.54,14.4,0.401,1.0672750158095006
8.83,5.43,0.223,0.998400340822306
10.9,1.34,0.955,1.3857904032703847
8.72,2.25,1.56,1.8076349637772746
8.84,3.74,0.135,1.3182567955990396
5.39,6.93,1.473,2.162533530776386
7.89,2.74,-0.05,1.9684988743592242
9.34,7.92,0.782,0.4665496368210128
9.96,5.12,0.571,0.5974600780483381
7.34,21.04,0.759,0.41790852903659753
8.76,1.89,0.593,1.943076391653512
9.12,1.5,0.406,1.999817481888638
8.94,1.42,1.352,2.119423311233887
6.87,1.41,-0.041,2.95356177468924
8.71,1.58,0.991,2.1186858260911543
4.92,7.66,1.594,2.2635424607347923
7.75,2.84,-0.014,1.9933633199059249
10.19,2.34,0.646,1.1855682851797147
8.57,2.64,1.173,1.728792146260338
7.97,11.28,0.506,0.7073818007053532
8.04,1.9,-0.089,2.2264927980943425
7.32,3.34,0.853,2.024507066376871
7.84,2.67,1.414,2.01097747727085
8.25,3.49,1.461,1.6143491460816404
8.4,3.2,0.028,1.6297000433601876
7.25,5.18,1.371,1.6713404805095338
6.94,5.97,1.012,1.6720513377412616
7.36,4.3,1.0,1.7890630888408268
8.27,2.37,0.06,1.9425033079797924
7.64,2.22,1.308,2.2512940510987227
6.61,3.33,-0.096,2.3111115329873604
10.56,15.27,0.648,-0.5916780741128423
7.48,8.41,0.248,1.1584080084041755
9.71,7.54,0.654,0.36125730826045166
7.95,9.37,0.877,0.8765208182244433
8.69,3.89,1.029,1.3441007973485848
9.34,4.16,0.569,1.0258133387465145
8.39,5.17,0.737,1.2170189138121148
8.68,2.93,0.142,1.5942647592917811
10.76,3.37,0.631,0.6407401982573229
7.18,2.73,1.616,2.255674705918488
8.82,4.19,1.168,1.2275719540674093
9.02,4.08,0.543,1.1706796738202403
9.05,4.84,0.332,1.0103092767111748
8.31,11.5,0.475,0.5546043192927765
10.72,27.37,1.116,-1.1625495948202478
7.9,4.85,0.711,1.4685165227954726
8.27,6.98,0.324,1.0042891547536779
7.86,6.19,0.19,1.272618701959764
7.75,2.37,1.679,2.1505033079797924
10.38,13.68,0.92,-0.42417219476819523
6.8,3.38,-0.05,2.22216659944469
8.12,2.15,1.639,2.08712308016879
9.71,0.18,0.494,3.6054549897933876
8.01,5.07,0.438,1.385984081333328
6.99,3.27,-0.114,2.174904494679428
8.89,3.64,1.653,1.3217972327018876
9.02,2.78,0.979,1.5039104081638477
8.74,3.1,0.919,1.5212766123314545
9.07,2.3,0.371,1.6485443279648142
4.22,11.28,-0.093,2.2073818007053534
8.38,6.48,0.333,1.0248499882588127
7.8,-0.14,-0.08,4.587743928643524
7.78,15.07,0.521,0.5317734953707361
6.99,33.99,0.636,0.1412976708338803
9.2,2.31,1.022,1.5927760402157116
8.06,3.85,1.187,1.6050785409829984
9.4,-0.07,1.534,4.549803919971486
8.98,0.26,0.157,3.5780533040583635
8.31,8.09,0.518,0.8601029567754551
4.85,12.11,0.911,1.893711713713896
8.88,3.81,1.058,1.2861500486487611
6.46,1.43,1.315,3.105327925069876
9.72,1.88,1.31,1.5636843014726403
7.05,5.84,0.167,1.647174305775201
8.71,4.22,0.993,1.2653750980766518
10.3,26.6,1.425,-0.9697632732621344
8.89,2.61,0.532,1.610718985323438
5.61,17.36,0.231,1.276900558319054
9.77,5.37,0.615,0.632051428600889
8.46,6.36,1.013,1.0090857687031718
8.33,4.25,1.16,1.411222139899377
9.06,2.58,0.297,1.5527605880735396
2.72,10.67,1.38,2.85567116115106
9.13,11.1,0.469,0.25735404242668486
8.08,1.26,0.307,2.5672589097648744
8.06,5.64,0.238,1.2734417920333152
5.12,11.79,0.212,1.8089723898098213
6.65,14.57,0.276,1.0130808964600195
6.94,2.7,1.76,2.3612724716820246
3.55,124.11,0.489,0.39238644876965056
7.88,4.2,0.115,1.6015014192041992
9.06,2.27,1.88,1.6639482856137544
7.48,2.41,0.056,2.2439659148502633
8.42,2.52,0.204,1.8291989184369117
6.39,4.88,1.086,2.0671603559945786
9.52,9.53,0.512,0.23381419872334738
9.75,3.42,0.414,1.0319477878877301
7.74,0.64,0.478,3.2916400520322258
8.77,1.58,0.2,2.0946858260911547
8.41,4.52,0.17,1.3257231303772357
8.77,3.08,0.117,1.5148985669991117
7.89,14.65,0.453,0.5123247506197434
9.31,10.53,0.623,0.23114325762902688
9.1,6.58,0.554,0.7235482127720892
7.49,14.46,0.42,0.6836634140829758
6.91,6.97,0.249,1.549534443803981
6.77,5.49,0.128,1.8128553110998162
8.08,2.02,1.334,2.1572972611067525
8.39,1.95,0.238,2.063930777274964
8.55,1.68,0.051,2.129381436548274
8.4,13.57,0.54,0.3748403046805258
6.99,4.31,0.023,1.935045459678537
8.1,2.69,1.529,1.900495439995184
3.23,52.81,0.941,1.2625676650230104
8.36,2.43,1.227,1.8847874528033757
7.26,5.28,1.014,1.6507321549323755
8.56,3.19,0.939,1.5684186338856376
8.53,10.69,0.417,0.5300445895824442
7.62,4.52,0.98,1.6417231303772357
5.76,2.52,0.67,2.893198918436912
8.56,8.52,0.48,0.7151208104665997
9.18,6.8,0.674,0.6629821745875276
8.06,3.27,0.04,1.7469044946794277
10.29,0.0,0.169,0
10.49,6.9,0.787,0.1263018185254893
8.69,13.14,0.687,0.28680926955247654
8.62,2.1,0.126,1.9075614105321617
6.99,1.95,-0.09,2.623930777274964
6.14,0.97,-0.048,3.57045653146751
6.65,4.11,1.387,2.1123163562478613
10.04,3.45,0.606,0.9083618098534518
6.19,2.8,1.823,2.629683937315561
5.02,4.32,1.619,2.721032506370176
7.79,3.8,0.003,1.7244328067663797
10.61,2.56,0.552,0.9395200693763011
7.64,2.57,1.507,2.124133753337411
9.47,3.24,1.64,1.1909099795867755
9.46,12.33,0.738,0.03407384680853624
8.89,0.12,1.081,4.285637507904751
8.02,5.78,0.451,1.2681443231589422
9.14,3.76,0.352,1.1936243101446777
9.4,3.33,0.563,1.1951115329873603
8.35,2.62,1.142,1.8233974173605092
8.87,1.32,0.441,2.2108521375883003
10.24,-1.28,1.353,1.689580060704263
8.89,2.16,0.526,1.7750924976981381
8.73,4.42,0.457,1.217155461301816
9.1,3.13,1.26,1.3689113249071032
9.04,3.56,0.425,1.28110000405425
7.5,2.87,1.374,2.0842362065320152
6.83,2.36,-0.09,2.522175994059787
7.42,1.66,1.556,2.59178382391989
7.64,1.0,1.116,2.944
7.69,3.82,1.03,1.7598732741765826
8.57,7.55,0.531,0.8161060967416234
7.95,23.19,0.713,0.08939850272402516
7.85,14.8,0.623,0.5194765692100851
8.11,1.91,1.308,2.193933265504545
7.49,3.47,1.292,1.9233410504182522
8.37,1.41,1.01,2.3535617746892408
8.34,7.63,0.881,0.8989509240902389
7.86,2.57,1.187,2.0361337533374106
9.55,11.25,0.655,0.07769495510523719
6.15,6.87,0.264,1.866086525880899
9.9,6.95,0.502,0.35603039081977206
8.47,8.01,0.385,0.8047349678315243
8.29,2.94,-0.035,1.7473053391756856
7.3,3.47,0.034,1.9993410504182525
8.16,11.27,0.641,0.6321521679077868
7.33,2.49,0.895,2.2756013058085274
8.86,4.27,0.413,1.1951442499499525
8.38,1.02,0.958,2.6307996564761646
7.69,3.61,1.72,1.808985596188684
9.1,4.15,0.336,1.123903806575815
5.41,4.82,1.633,2.4699059235223007
7.61,15.23,0.501,0.5906001933279146
8.31,4.02,0.72,1.46754789383106
8.04,9.1,0.461,0.8659172153578133
8.45,8.86,0.594,0.7251325562258988
7.3,3.04,1.555,2.1142528327824928
7.04,5.57,0.094,1.692289609652542
6.84,6.73,0.131,1.6079698715520465
9.1,4.48,1.224,1.057443972003712
7.1,4.01,0.619,1.9537112547596358
10.12,37.23,1.258,-1.189786072436784
7.2,14.35,0.561,0.8062961978599776
5.09,6.48,1.498,2.340849988258813
7.7,2.79,1.043,2.0287915934528047
8.1,3.03,1.3,1.7971147429953902
7.87,4.32,0.078,1.5810325063701758
7.28,6.9,0.061,1.4103018185254892
8.75,7.28,0.101,0.7757372413739254
8.48,3.86,1.577,1.4348253906564898
7.89,5.81,0.438,1.3156477352193388
8.45,2.68,1.186,1.7637304119424226
9.1,2.81,0.872,1.4625873601898403
8.15,3.29,0.277,1.705608204100051
9.91,1.39,0.484,1.74997039949181
8.98,7.23,0.56,0.6897234054109382
8.65,3.4,0.361,1.4770421659154895
9.21,1.36,0.249,2.0489221832595645
5.99,6.81,0.056,1.9377057761744296
9.35,23.45,1.008,-0.4802856941022043
7.26,3.2,0.955,2.085700043360188
8.15,3.2,1.011,1.7297000433601877
8.68,12.8,0.535,0.31358006070426325
8.09,3.63,1.143,1.644186749927775
9.0,4.1,0.48,1.174432286560529
11.67,28.28,1.462,-1.5709588102497236
8.45,4.14,0.394,1.3859993177582024
9.2,2.62,0.33,1.4833974173605093
9.23,2.66,0.909,1.458236726737866
7.98,2.57,1.538,1.9881337533374108
9.67,1.0,1.001,2.132
5.25,7.48,1.25,2.1521968042710773
10.38,2.27,1.174,1.1359482856137544
7.09,3.67,1.36,2.0346678714958215
7.44,6.94,0.169,1.34128105909029
10.9,2.82,0.5,0.7395017833612778
7.87,4.56,1.008,1.5340703146711299
8.58,0.3,1.652,3.6137574905606753
5.33,5.27,-0.121,2.424378769574907
8.58,12.58,0.67,0.36863871778149965
7.99,6.03,0.267,1.2433653757196974
7.15,2.77,1.086,2.255040461871103
8.76,1.54,1.179,2.1209585583270743
7.22,9.05,0.309,1.1987028415895935
8.69,3.25,1.147,1.5002332780422516
7.59,0.97,0.14,2.9904565314675104
8.24,4.22,1.119,1.4533750980766522
6.32,9.51,0.13,1.515638966125172
8.7,2.13,1.001,1.8632407931225248
9.35,-0.91,2.3,2.341917215357813
6.22,6.58,1.216,1.8755482127720895
8.55,3.34,0.456,1.5325070663768707
8.02,5.1,0.18,1.3768596478041275
6.8,11.35,0.245,1.1700082769417168
8.39,2.93,0.017,1.7102647592917808
7.84,3.13,0.044,1.8729113249071034
10.29,1.81,0.25,1.3686428502616312
8.69,1.43,0.924,2.2133279250698767
